ID,Title,description,streetaddress,amenityfeatures,type,city,state,Year,unclearaddress,uncleartype,notes,lat,lon,status,dateadded,lastmodified
2869,The Confidential Connection!,912/234-7700 HOT local men are just a phone call away! 18+ Record and listen Free!Use FREE code 499. ,,,Men's Services,Savannah,GA,2001,checked,,,32.080899,-81.091203,General Coordinates Used,,4/3/2024 1:42pm
2870,Megaphone Savannah ,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050. ",,,Men's Services,Savannah,GA,2001,checked,,,32.080899,-81.091203,General Coordinates Used,,4/3/2024 1:42pm
2873,Monterey Square ,Bull St ,,"Cruisy Area,(AYOR)",Cruisy Areas,Savannah,GA,2001,checked,,,32.071502,-81.094953,Found,,4/3/2024 1:42pm
2874,Langdale Park ,N Valdosta Rd  days,,"Cruisy Area,(AYOR)",Cruisy Areas,Valdosta,GA,2001,checked,,,30.887499,-83.323364,General Coordinates Used,,4/3/2024 1:42pm
2875,Pacific Ocean Holidays ,"Oahu  808/923-2400, 800/735-6600 Hawaii vacation packages",,,Info Lines & Services,Oahu,HI,2001,checked,,Listed as Statewide,21.438912,-158.000056,General Coordinates Used,,4/7/2024 2:30pm
2880,Horizon Guesthouse ,"808/328-2540, 888/328-8301 full brkfst ",,"(GS),(SW),(NS),(WC)",Accommodations,Captain Cook,HI,2001,checked,,,19.488983,-155.910125,General Coordinates Used,,4/3/2024 1:58pm
2881,Kealakekua Bay & B&B ,"808/328-8150, 800/328-8150 villa & 2-bdrm guesthouse ",,"(GS),(NS)",Accommodations,Captain Cook,HI,2001,checked,,,19.488983,-155.910125,General Coordinates Used,,4/3/2024 1:58pm
2882,Merryman's B&B,"808/323-2276 full brkfst, jacuzzi ",,"(GF),(NS)",Accommodations,Captain Cook,HI,2001,checked,,,19.488983,-155.910125,General Coordinates Used,,4/3/2024 2:00pm
2888,Richardson's Beach,at end of Kalanianaole Ave (Keaukaha) ,,,Entertainment & Recreation,Hilo,HI,2001,checked,,,19.735784,-155.013314,Found,,4/3/2024 1:42pm
2890,Reeds 'Gay' Bay Tearooms ,Banyan Dr 1st beach S of the hotels ,,"Cruisy Area,(AYOR)",Cruisy Areas,Hilo,HI,2001,checked,,,19.725982,-155.067461,General Coordinates Used,,4/3/2024 1:42pm
2891,Dragonfly Ranch Healing Arts Retreat ,"1 1/1 miles down City of Refuge Rd 808/328-2159, 800/487-2159 nr ancient sanctuary w/ friendly dolphins ",,(GS),Accommodations,Honaunau-Kona,HI,2001,checked,,,19.4574,-155.890651,General Coordinates Used,,4/7/2024 2:30pm
2892,Paauhau Plantation Inn,"808/775-7222, 800/789-7614 B&B, cottages",,(GF),Accommodations,Honokaa,HI,2001,checked,,,20.079467,-155.469539,General Coordinates Used,,4/3/2024 2:01pm
2893,The Art of Raymond Helgeson ,"South Kohala Coast (Amaury Saint-Gilles Gallery, Hapuna Beach Prince Hotel, lobby  level) 808/880-3175",,,Retail Shops,Honokaa,HI,2001,checked,,,20.079467,-155.469539,General Coordinates Used,,4/3/2024 2:01pm
2896,Hale Kipa 'O Pele,"808/329-8676, 800/528-2456 hot tub, plantation-style B&B",,(MW),Accommodations,Kailua-Kona,HI,2001,checked,,,19.641913,-155.996225,General Coordinates Used,,4/3/2024 1:49pm
2903,Kahaluu Beach Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Kailua-Kona,HI,2001,checked,,,19.579266,-155.966671,Found,,4/3/2024 1:53pm
2904,Nude Beach (Honokohau Beach) ,"5 miles S of airport, Kailua-Kona far N end of beach",,"Cruisy Area,(AYOR)",Cruisy Areas,Kailua-Kona,HI,2001,checked,,,19.791418,-156.028347,General Coordinates Used,,4/3/2024 1:53pm
2905,Queen's Bath Beach,"off Hwy 19, N of Kailua-Kona left on Honokohau Harbor Rd, right before the marina, park at dead end & walk over rocks & down path to beach (not a nude beach–tickets given for nudity) ",,"Cruisy Area,(AYOR)",Cruisy Areas,Kailua-Kona,HI,2001,checked,,,19.638458,-156.002677,Found,,4/3/2024 1:53pm
2907,Kalani Oceanside Eco-Resort & Adventures ,"808/965-7828, 800/800-6886 coastal retreat & spa, full brkfst, hot tub",,"(GS),(F),(SW),(WC),(GO)",Accommodations,Pahoa,HI,2001,checked,,,19.49544,-154.949411,General Coordinates Used,,4/3/2024 2:00pm
2909,Pamalu–Hawaiian Country House,808/965-0830 country retreat on 5 secluded acres ,,"(GS),(SW),(GO)",Accommodations,Pahoa,HI,2001,checked,,,19.49544,-154.949411,General Coordinates Used,,4/3/2024 2:00pm
2911,Rainbow's Inn,808/965-9011 B&B hideaway by the sea,,"(GS),(GO)",Accommodations,Pahoa,HI,2001,checked,,,19.49544,-154.949411,General Coordinates Used,,4/3/2024 2:00pm
2914,Kehena Beach,off Hwy 137  (trailhead at 19-mile marker phone booth) lava rock trail to clothing-optional black sand beach,,,Entertainment & Recreation,Pahoa,HI,2001,checked,,,19.394658,-154.929088,Found,,4/3/2024 2:00pm
2915,Rainbow Adventures,808/965-9011 custom-made remote land & sea excursions,,(GO),Entertainment & Recreation,Pahoa,HI,2001,checked,,,19.49544,-154.949411,General Coordinates Used,,4/3/2024 2:00pm
2916,Huna Ohana,Main St in Akebono Theatre Bldg complex) 808/965-9661 metaphysical books & vegetarian/ espresso cafe,,,Bookstores,Pahoa,HI,2001,checked,,,19.49544,-154.949411,General Coordinates Used,,4/3/2024 2:00pm
2917,Steam Vents,3 miles S of Pahoa on Keaau-Pahoa Rd early eves,,"Cruisy Area,(AYOR)",Cruisy Areas,Pahoa,HI,2001,checked,,,19.49544,-154.949411,General Coordinates Used,,4/3/2024 2:00pm
2918,Chalet Kilauea Collection,"808/967-7786, 800/937-7786 full brkfst, hot tub",,"(GF),(NS)",Accommodations,Volcano Village ,HI,2001,checked,,,19.427231,-155.233802,General Coordinates Used,,4/3/2024 2:01pm
2919,Hale Ohia Cottages,"808/967-7986, 800/455-3803 hot tub",,"(GS),(WC),(GO)",Accommodations,Volcano Village ,HI,2001,checked,,,19.427231,-155.233802,General Coordinates Used,,4/3/2024 2:01pm
2920,Black Bamboo Guest Services,"808/328-9607, 800/527-7789 free reservation service",,(MW),Accommodations,Kauai,HI,2001,checked,,,22.09644,-159.526124,General Coordinates Used,,4/3/2024 2:01pm
2921,Lambda Aloha,808/823-6248 recording of events/ directory ,,,Accommodations,Kauai,HI,2001,checked,,,22.09644,-159.526124,General Coordinates Used,,4/3/2024 2:01pm
2923,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Hanalei,HI,2001,checked,,,22.205929,-159.497565,General Coordinates Used,,4/7/2024 2:25pm
2925,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Kalaheo,HI,2001,checked,,,21.925571,-159.527211,General Coordinates Used,,4/7/2024 2:25pm
2928,Anuenue Plantation B&B,"808/823-8335, 888/371-7716 plantation house & cottage w/ 360º ocean & mtn views ",,(M),Accommodations,Kapaa,HI,2001,checked,,,22.094739,-159.324593,General Coordinates Used,,4/7/2024 2:25pm
2934,Villa Aloha,"808/823-9606, 800/830-3403 x39 modern 2-story house w/ lush tropical garden, waterfalls & water garden",,(GS),Accommodations,Kapaa,HI,2001,checked,,,22.094739,-159.324593,General Coordinates Used,,4/7/2024 2:25pm
2940,Men's Bonfire ,"808/822-7171 Fri night, call for location",,,Entertainment & Recreation,Kapaa,HI,2001,checked,,,22.094739,-159.324593,General Coordinates Used,,4/7/2024 2:25pm
2941,Donkey Beach,"off Hwy 66, N of Kapaa (btwn 11- & 12-mile markers) walk along cane field, down through ironwood trees & then to the right on the dirt road to the beach ",,"Cruisy Area,(AYOR)",Cruisy Areas,Kapaa,HI,2001,checked,,,22.116944,-159.299444,Found,,4/7/2024 2:32pm
2942,Kalihiwai Jungle Home,"808/828-1626 clifftop rental home, nr beaches",,"(GS),(N),(NS),(GO)",Accommodations,Kilauea,HI,2001,checked,,,22.21205,-159.407339,General Coordinates Used,,4/7/2024 2:37pm
2943,Ku'oko'a at Plumeria Moon,"808/828-0228, 888/8-KUOKOA overlooks Pacific, private path to secluded beach, jacuzzi ",,"(MW),(SW),(NS),(GO)",Accommodations,Kilauea,HI,2001,checked,,,22.21205,-159.407339,General Coordinates Used,,4/7/2024 2:37pm
2944,Pali Kai ,"808/828-6691, 800/335-6968 hilltop B&B w/ ocean view, also cottages, hot tub",,"(*),(MW),(SW),(NS),(GO)",Accommodations,Kilauea,HI,2001,checked,,,22.19457,-159.406945,General Coordinates Used,,4/7/2024 2:36pm
2946,Secret Beach,inquire locally,,"Cruisy Area,(AYOR)",Cruisy Areas,Kilauea,HI,2001,checked,,,22.220471,-159.417479,Found,,4/7/2024 2:35pm
2947,Lydgate State Park Beach,off Hwy 56 btwn Lihue & Kapaa (S of Wailua River) gay beach btwn the condos & the golf course,,,Entertainment & Recreation,Lihue,HI,2001,checked,,,22.037233,-159.336448,Found,,4/7/2024 2:37pm
2952,Both Sides Now,808/244-4566 recorded events info ,,,Info Lines & Services,Maui,HI,2001,checked,,,20.798363,-156.331925,General Coordinates Used,,4/7/2024 2:25pm
2953,Maui Dreamtime Weddings,888/424-5550 commitment ceremonies in secluded Maui locations,,,Info Lines & Services,Maui,HI,2001,checked,,,20.798363,-156.331925,General Coordinates Used,,4/7/2024 2:26pm
2954,Remote Possibilities' Commitment Ceremonies,"808/249-0394, 800/511-3121 sunset ceremonies ",,(GO),Info Lines & Services,Maui,HI,2001,checked,,,20.798363,-156.331925,General Coordinates Used,,4/7/2024 2:26pm
2955,Royal Hawaiian Weddings,800/659-1866 scenic gay weddings,,,Info Lines & Services,Maui,HI,2001,checked,,,20.798363,-156.331925,General Coordinates Used,,4/7/2024 2:26pm
2956,Out in Maui ,"808/244-4566, 808/874-3950",,,Publications,Maui,HI,2001,checked,,,20.798363,-156.331925,General Coordinates Used,,4/7/2024 2:26pm
2958,Hale Huelo B&B,Door of Faith Church Rd Huelo (at Hana Hwy) 808/572-8669 ocean views,,(GS),Accommodations,Haiku,HI,2001,checked,,,20.911399,-156.251594,General Coordinates Used,,4/7/2024 2:27pm
2960,Kailua Maui Gardens,"808/572-9726, 800/258-8588 rms & cottages, hot tub",,"(GS),(SW),(N),(GO)",Accommodations,Haiku,HI,2001,checked,,,20.911399,-156.251594,General Coordinates Used,,4/7/2024 2:27pm
2961,Hana Alii Holidays,"808/248-7742, 800/548-0478 reservations service",,,Accommodations,Hana,HI,2001,checked,,,20.755717,-155.987988,General Coordinates Used,,4/7/2024 2:27pm
2962,Hana Plantation Houses,"808/248-7868, 800/228-4262 tropical cottage & house rentals ",,"(*),(M),(GO)",Accommodations,Hana,HI,2001,checked,,,20.755717,-155.987988,General Coordinates Used,,4/7/2024 2:27pm
2964,Na Pualani 'Ohana ,"808/248-8935, 800/628-7092 2 full units, ocean & mtn views, non-smoking rms available, lanai ",,"(GS),(WC),(GO)",Accommodations,Hana,HI,2001,checked,,,20.755717,-155.987988,General Coordinates Used,,4/7/2024 2:27pm
2965,Cliff's Edge ,808/572-4530 seasonal,,(GF),Accommodations,Huelo,HI,2001,checked,,,20.908333,-156.2275,General Coordinates Used,,4/7/2024 2:38pm
2966,Triple Lei B&B/ Huelo Point Lookout,808/573-0914,,"(GF),(SW)",Accommodations,Huelo,HI,2001,checked,,,20.908333,-156.2275,General Coordinates Used,,4/7/2024 2:38pm
2970,AA Gay & Lesbian,Kalama Park South Pavilion 808/874-3589 7:30am Sun,,,Info Lines & Services,Kihei,HI,2001,checked,,,20.732163,-156.453931,Found,,4/7/2024 2:40pm
2971,Andrea's Maui Condos ,"800/289-1522, 877/445-5885 1- & 2-bdrm oceanfront/beachfront condos, nr outdoor recreation",,"(GS),(SW),(GO)",Accommodations,Kihei,HI,2001,checked,,,20.739941,-156.454187,General Coordinates Used,,4/7/2024 2:40pm
2972,Anfora's Dreams,"323/467-2991, 800/788-5046 rental condo nr ocean, hot tub",,"(GS),(SW),(GO)",Accommodations,Kihei,HI,2001,checked,,,20.739941,-156.454187,General Coordinates Used,,4/7/2024 2:40pm
2973,Jack & Tom's Maui Condos/ Maui Suncoast Realty ,"800/800-8608 fully equipped condos & apts, non-smoking rms available ",,"(GS),(GO)",Accommodations,Kihei,HI,2001,checked,,,20.739941,-156.454187,General Coordinates Used,,4/7/2024 2:40pm
2974,Ko'a Kai Rentals,"808/879-6058, 800/399-6058 x33 inexpensive rentals",,"(GS),(SW),(GO)",Accommodations,Kihei,HI,2001,checked,,,20.739941,-156.454187,General Coordinates Used,,4/7/2024 2:41pm
2982,Kalama Park ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Kihei,HI,2001,checked,,,20.731438,-156.452933,Found,,4/7/2024 2:41pm
2983,Camp Kula Maui B&B,"808/876-0000 on the slopes of Mt Haleakala, HIV+ welcome",,"(*),(MW),(WC)",Accommodations,Kula,HI,2001,checked,,,20.791352,-156.324877,General Coordinates Used,,4/7/2024 2:28pm
2984,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Lahaina,HI,2001,checked,,,20.882371,-156.681619,General Coordinates Used,,4/7/2024 2:42pm
2985,Gay Hawaiian Excursions,"808/891-8603, 800/311-4460 extensive activities, tours & travel arrangements, commitment ceremonies ",,,Info Lines & Services,Lahaina,HI,2001,checked,,,20.882371,-156.681619,General Coordinates Used,,4/7/2024 2:42pm
2988,Front St,along Beach Walk ,,"Cruisy Area,(AYOR)",Cruisy Areas,Lahaina,HI,2001,checked,,,20.87205,-156.677329,General Coordinates Used,,4/7/2024 2:42pm
2991,Maui Network,"808/572-9555, 800/367-5221 condo reservation service",,,Accommodations,Makawao,HI,2001,checked,,,20.853869,-156.310337,General Coordinates Used,,4/7/2024 2:28pm
2993,Little Beach at Makena ,"Pilani Hwy south to Wailea, right at Wailea Ike Dr, left on Wailea Alanui Dr to public beach, then take trail up hill at end of beach",,(MW),Entertainment & Recreation,Makena,HI,2001,checked,,,20.654444,-156.4425,General Coordinates Used,,4/7/2024 2:51pm
2994,Huelo Point Flower Farm,"808/572-1850 vacation rentals, oceanfront estate",,"(GS),(SW),(GO)",Accommodations,Paia,HI,2001,checked,,,20.906057,-156.373978,General Coordinates Used,,4/7/2024 2:28pm
2995,Maui Rainbow Factory ,"nr Little Beach at Makena  (1 mi S of Maui Prince Hotel) shave ice, fresh fruits smoothies",,(GO),Cafes,Wailea,HI,2001,checked,,,20.687183,-156.439167,General Coordinates Used,,4/7/2024 2:29pm
2996,Molokai Beachfront Escapes ,"808/248-7868, 800/228-4262 beachfront units",,"(GF),(GO)",Accommodations,Kaunakakai,HI,2001,checked,,,21.090987,-157.018628,General Coordinates Used,,4/7/2024 2:29pm
2997,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources, Renters Welcome!",,,Info Lines & Services,Oahu,HI,2001,checked,,,21.438912,-158.000056,General Coordinates Used,,4/7/2024 2:30pm
2998,Aloha Global Weddings,"808/922-5176, 800/982-5176 lesbiay commitment cermonies",,,Info Lines & Services,Oahu,HI,2001,checked,,,21.438912,-158.000056,General Coordinates Used,,4/7/2024 2:30pm
2999,Odyssey Magazine Hawaii,808/955-5959 everything you need to know about gay Hawaii ,,,Publications,Oahu,HI,2001,checked,,,21.438912,-158.000056,General Coordinates Used,,4/7/2024 2:30pm
3000,Pocket Guide to Hawaii ,"PO Box 88245, 96830-8245 808/923-2400 distributed free in the islands or $5.00 by mail order",,,Publications,Oahu,HI,2001,checked,,,21.438912,-158.000056,General Coordinates Used,,4/7/2024 2:30pm
3001,C 'n' N Liquor ,Area Shopping Ctr 808/487-2944,,,Erotica,Aiea,HI,2001,checked,,,21.379193,-157.930887,General Coordinates Used,,4/7/2024 2:30pm
3004,Always Yours by The Wedding Connection,808/923-9734 lesbigay commitment ceremonies,,,Info Lines & Services,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:47pm
3006,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:47pm
3008,Hawaii Transgendered Outreach,808/923-4270 social/support mtgs every other Fri pm ,,,Info Lines & Services,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:47pm
3010,Leis of Hawaii ,"888/534-7644 personalized Hawaiian greeting service, complete w/ fresh flower leis",,,Info Lines & Services,"Honolulu, Oahu",HI,2001,checked,,,21.280518,-157.808799,Found,,4/3/2024 1:48pm
3017,Jerry's Vacation Condo,"Waikiki  808/737-1281, 888/261-7092",,(GS),Accommodations,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:48pm
3040,LikeHike,808/455-8193 gay hiking tours every other Sun,,,Entertainment & Recreation,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:48pm
3041,Queens Surf Beach,Kapiolani Park  popular gay beach,,,Entertainment & Recreation,"Honolulu, Oahu",HI,2001,checked,,,21.26791,-157.82247,Found,,4/3/2024 1:48pm
3042,Taking the Plunge,"808/922-2600, 888/922-3483 various diving trips, free hotel pickup",,,Entertainment & Recreation,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:49pm
3044,Douglas Simonson-Artists Studio,Date (nr Kapahulu_ 808/737-6275 call for an appt,,,Retail Shops,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:47pm
3046,Odyssey Magazine Hawaii,808/955-5959 everything you need to know about gay Hawaii ,,,Publications,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:48pm
3047,Pocket Guide to Hawaii ,808/923-2400 distributed free in the islands or $5.00 by mail order ,,,Publications,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:48pm
3050,The Confidential Connection!,"808/596-7222 Meet hot Honolulu men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 499. ",,,Men's Services,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:49pm
3051,Megaphone Honolulu ,808/599-6999 1005 LOCAL! Hot local men waiting to meet you! FREE to Record. Browse & Respond to voice ads. Use code 5050. ,,,Men's Services,"Honolulu, Oahu",HI,2001,checked,,,21.309885,-157.85814,General Coordinates Used,,4/3/2024 1:48pm
3056,Ala Moana Beach Park ,nr Waikiki Yacht Club ,,"Cruisy Area,(AYOR)",Cruisy Areas,"Honolulu, Oahu",HI,2001,checked,,,21.289969,-157.847657,Found,,4/3/2024 1:46pm
3059,Diamond Head Video,Aikahi Park Shopping Ctr (nr Kaneohe Marine Base) 808/254-6066,,,Erotica,Kailua,HI,2001,checked,,,21.394583,-157.743368,General Coordinates Used,,4/7/2024 2:51pm
3060,Kona Market Place ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Kailua,HI,2001,checked,,,21.394583,-157.743368,General Coordinates Used,,4/7/2024 2:51pm
3063,Bears of Idaho ,208/386-9209 host summer camping events,,(MO),Info Lines & Services,,ID,2001,checked,,Listed as Statewide ,44.068202,-114.742041,General Coordinates Used,,4/7/2024 2:52pm
3064,Diversity ,"208/336-3879 #2 statewide lgbt newspaper, monthly ",,,Publications,,ID,2001,checked,,Listed as Statewide ,44.068202,-114.742041,General Coordinates Used,,4/7/2024 2:52pm
3075,Capital City Rainbow Guys,"208/342-2723 outdoor activities social group, biking 2:30pm Sun",,,Entertainment & Recreation,Boise,ID,2001,checked,,,43.615019,-116.202314,General Coordinates Used,,4/7/2024 2:52pm
3077,Triangle Connection,208/336-3879 24hr activities hotline,,,Entertainment & Recreation,Boise,ID,2001,checked,,,43.615019,-116.202314,General Coordinates Used,,4/7/2024 2:52pm
3080,The Confidential Connection!,"208/376-7788 Meet hot Boise men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 499.",,,Men's Services,Boise,ID,2001,checked,,,43.615019,-116.202314,General Coordinates Used,,4/7/2024 2:52pm
3081,Megaphone Boise ,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Boise,ID,2001,checked,,,43.615019,-116.202314,General Coordinates Used,,4/7/2024 2:52pm
3083,Ann Morrison Park ,nr baseball fields  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Boise,ID,2001,checked,,,43.610906,-116.220551,Found,,4/7/2024 2:52pm
