"description","streetaddress","city","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","state","unclear_address"
"'Hitch-hikers'","","Milwaukee","Cruisy Area","Cruising Areas",1977,"",", ",-87.881691,43.069455,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Theatre",1975,"",", ",-87.957135,43.054204,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Theatre",1976,"",", ",-87.957135,43.054204,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Theatre",1977,"",", ",-87.957135,43.054204,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Theatre",1978,"",", ",-87.957135,43.054204,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Theatre",1979,"",", ",-87.957135,43.054204,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Theatre",1980,"",", ",-87.957135,43.054204,"unclear_coded_by_hand","Found",NA,NA,NA
"(cocktail hour)","Cleveland at 9th St.","Milwaukee","(R)","Restaurant",1969,"","Cleveland at 9th St., ",-87.922541,42.995559,"unclear_coded_by_hand","Found",NA,NA,NA
"","402 N. Water St. at St. Paul","Milwaukee","(YC),(D),(*)","Bars/Clubs",1974,"","402 N. Water St. at St. Paul, ",-87.908079,43.035234,"unclear_coded_by_hand","Found",NA,NA,NA
"","5th & Michigan","Milwaukee","(H),(M)","Hotels",1972,"","5th & Michigan, ",-87.917507,43.037422,"unclear_coded_by_hand","Found",NA,NA,NA
"(also after hours (C) (R) next door)","5th & Michigan","Milwaukee","(H),(M),(C),(R)","Hotels",1973,"","5th & Michigan, ",-87.917507,43.037422,"unclear_coded_by_hand","Found",NA,NA,NA
"","5th & Michigan","Milwaukee","(D),(*)","Bars/Clubs",1973,"","5th & Michigan, ",-87.917507,43.037422,"unclear_coded_by_hand","Found",NA,NA,NA
"opposite Trinity Hospital","","Milwaukee","Cruisy Area","Cruising Areas",1975,"",", ",-87.846834,42.941755,"unclear_coded_by_hand","Found",NA,NA,NA
"opp. Trinity Hospital","","Milwaukee","Cruisy Area","Cruising Areas",1976,"",", ",-87.846834,42.941755,"unclear_coded_by_hand","Found",NA,NA,NA
"opposite Trinity Hospital","","Milwaukee","Cruisy Area","Cruising Areas",1977,"",", ",-87.846834,42.941755,"unclear_coded_by_hand","Found",NA,NA,NA
"opp. Trinity Hospital","","Milwaukee","Cruisy Area","Cruising Areas",1978,"",", ",-87.846834,42.941755,"unclear_coded_by_hand","Found",NA,NA,NA
"opp. Trinity Hospital","","Milwaukee","Cruisy Area","Cruising Areas",1979,"",", ",-87.846834,42.941755,"unclear_coded_by_hand","Found",NA,NA,NA
"opp. Trinity Hospital","","Milwaukee","Cruisy Area","Cruising Areas",1980,"",", ",-87.846834,42.941755,"unclear_coded_by_hand","Found",NA,NA,NA
"bet. 10th & 17th","","Milwaukee","Cruisy Area","Cruising Areas",1973,"Approximate. Pin for the middle of wisonsin between these two streets.",", ",-87.929408,43.038909,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. 10th & 17th","","Milwaukee","Cruisy Area","Cruising Areas",1974,"Approximate. Pin for the middle of wisonsin between these two streets.",", ",-87.929408,43.038909,"unclear_coded_by_hand","Found",NA,NA,NA
"between 10th & 17th","","Milwaukee","Cruisy Area","Cruising Areas",1975,"Approximate. Pin for the middle of wisonsin between these two streets.",", ",-87.929408,43.038909,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. 10th & 17th","","Milwaukee","Cruisy Area","Cruising Areas",1976,"Approximate. Pin for the middle of wisonsin between these two streets.",", ",-87.929408,43.038909,"unclear_coded_by_hand","Found",NA,NA,NA
"between 10th & 17th","","Milwaukee","Cruisy Area","Cruising Areas",1977,"Approximate. Pin for the middle of wisonsin between these two streets.",", ",-87.929408,43.038909,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. 10th & 17th","","Milwaukee","Cruisy Area","Cruising Areas",1978,"Approximate. Pin for the middle of wisonsin between these two streets.",", ",-87.929408,43.038909,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. 10th & 17th","","Milwaukee","Cruisy Area","Cruising Areas",1979,"Approximate. Pin for the middle of wisonsin between these two streets.",", ",-87.929408,43.038909,"unclear_coded_by_hand","Found",NA,NA,NA
"betw. 10th & 17th","","Milwaukee","Cruisy Area","Cruising Areas",1980,"Approximate. Pin for the middle of wisonsin between these two streets.",", ",-87.929408,43.038909,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1975,"No clue as to which location is referenced here. General coordinates for Milwaukee used.",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1976,"No clue as to which location is referenced here. General coordinates for Milwaukee used.",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1977,"No clue as to which location is referenced here. General coordinates for Milwaukee used.",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1978,"No clue as to which location is referenced here. General coordinates for Milwaukee used.",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Milwaukee","Cruisy Area","Cruising Areas,Organizations",1979,"No clue as to which location is referenced here. General coordinates for Milwaukee used.",", ",-87.906474,43.038903,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Oshkosh","Cruisy Area","Cruising Areas",1977,"",", ",-88.516315,44.02254,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Oshkosh","Cruisy Area","Cruising Areas",1978,"",", ",-88.516315,44.02254,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Oshkosh","Cruisy Area","Cruising Areas",1979,"",", ",-88.516315,44.02254,"unclear_coded_by_hand","Found",NA,NA,NA
"","","Oshkosh","Cruisy Area","Cruising Areas",1980,"",", ",-88.516315,44.02254,"unclear_coded_by_hand","Found",NA,NA,NA
"Oshkosh Student Union T-Roon","","Oshkosh","Cruisy Area","Cruising Areas,Organizations",1979,"",", ",-88.549548,44.024818,"unclear_coded_by_hand","Found",NA,NA,NA
"Oshkosh Student Union T-Roon","","Oshkosh","Cruisy Area","Cruising Areas,Organizations",1980,"",", ",-88.549548,44.024818,"unclear_coded_by_hand","Found",NA,NA,NA
"Inquire Locally","","Oshkosh","","Bars/Clubs",1973,"",", ",-88.542614,44.024706,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"Inquire Locally","","Oshkosh","","Bars/Clubs",1974,"",", ",-88.542614,44.024706,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"Inquire Locally","","Oshkosh","","Bars/Clubs",1975,"",", ",-88.542614,44.024706,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Prairie Du Chien","Cruisy Area","Cruising Areas",1977,"",", ",-91.14124,43.051651,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Prairie Du Chien","Cruisy Area","Cruising Areas",1978,"",", ",-91.14124,43.051651,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Prairie Du Chien","Cruisy Area","Cruising Areas",1979,"",", ",-91.14124,43.051651,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Prairie Du Chien","Cruisy Area","Cruising Areas",1980,"",", ",-91.14124,43.051651,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Sheboygan","Cruisy Area,(AYOR)","Cruising Areas",1980,"",", ",-87.713614,43.755903,"unclear_coded_by_hand","Found",NA,NA,NA
"(Summers)","","Sheboygan","Cruisy Area,(AYOR)","Cruising Areas",1980,"",", ",-87.71453,43.750828,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"Downtown","","Sheboygan","Cruisy Area","Cruising Areas",1980,"",", ",-87.71453,43.750828,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","22nd & Mead","Racine","","Bars/Clubs",1974,"","22nd & Mead, ",-87.792523,42.702832,"unclear_coded_by_hand","Found",NA,NA,NA
"","22nd & Mead","Racine","","Bars/Clubs",1975,"","22nd & Mead, ",-87.792523,42.702832,"unclear_coded_by_hand","Found",NA,NA,NA
"(Summers)","","Racine","Cruisy Area","Cruising Areas",1979,"",", ",-87.780705,42.740079,"unclear_coded_by_hand","Found",NA,NA,NA
"(Summers)","","Racine","Cruisy Area","Cruising Areas",1980,"",", ",-87.780705,42.740079,"unclear_coded_by_hand","Found",NA,NA,NA
"","N.3rd St.","Superior","","Bars/Clubs",1971,"","N.3rd St., ",-92.10408,46.720774,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","N.3rd St.","Superior","","Bars/Clubs",1972,"","N.3rd St., ",-92.10408,46.720774,"unclear_coded_by_hand","General Coordinates Used",NA,NA,NA
"","","Wausau","","Bars/Clubs",1973,"",", ",-89.629013,44.960695,"unclear_coded_by_hand","Found",NA,NA,NA
"","2nd & Scott","Wausau","","Bars/Clubs",1974,"","2nd & Scott, ",-89.629013,44.960695,"unclear_coded_by_hand","Found",NA,NA,NA
"","2nd & Scott","Wausau","","Bars/Clubs",1975,"","2nd & Scott, ",-89.629013,44.960695,"unclear_coded_by_hand","Found",NA,NA,NA
"","2nd & Scott","Wausau","","Bars/Clubs",1976,"","2nd & Scott, ",-89.629013,44.960695,"unclear_coded_by_hand","Found",NA,NA,NA
"","2nd & Scott","Wausau","","Bars/Clubs",1977,"","2nd & Scott, ",-89.629013,44.960695,"unclear_coded_by_hand","Found",NA,NA,NA
"","2nd & Scott","Wausau","","Bars/Clubs",1978,"","2nd & Scott, ",-89.629013,44.960695,"unclear_coded_by_hand","Found",NA,NA,NA
"(Something for everyone)","100 Scott St.","Wausau","(*),(D),(PT)","Bars/Clubs",1980,"","100 Scott St., ",-89.629906,44.961034,"unclear_coded_by_hand","Found",NA,NA,NA
"Fairview Mall & Mart","","Janesville","(YC),(M)","Bars/Clubs",1977,"",", ",-88.995981,42.691757,"unclear_coded_by_hand","Found",NA,NA,NA
"Fairview Mall & Mart","","Janesville","(YC),(M)","Bars/Clubs",1978,"",", ",-88.995981,42.691757,"unclear_coded_by_hand","Found",NA,NA,NA
"Fairview Mall & Mart","","Janesville","(YC),(M)","Bars/Clubs",1979,"",", ",-88.995981,42.691757,"unclear_coded_by_hand","Found",NA,NA,NA
"Inquire locally","","Shawano Lake","","Restaurant",1970,"",", ",-88.522689,44.808269,"unclear_coded_by_hand","",NA,NA,NA
"Inquire locally","","Shawano Lake","","Restaurant",1971,"",", ",-88.522689,44.808269,"unclear_coded_by_hand","",NA,NA,NA
"Inquire locally","","Shawano Lake","","Restaurant",1972,"",", ",-88.522689,44.808269,"unclear_coded_by_hand","",NA,NA,NA
"Inquire locally","","Shawano Lake","","Restaurant",1973,"",", ",-88.522689,44.808269,"unclear_coded_by_hand","",NA,NA,NA
"Inquire locally","","Shawano Lake","(M)","Restaurant",1974,"",", ",-88.522689,44.808269,"unclear_coded_by_hand","",NA,NA,NA
"Inquire locally","","Shawano Lake","(M)","Restaurant",1975,"",", ",-88.522689,44.808269,"unclear_coded_by_hand","",NA,NA,NA
"Inquire locally","","Shawano Lake","(M),(R)","",1976,"",", ",-88.522689,44.808269,"unclear_coded_by_hand","",NA,NA,NA
"(Some G) Inquire locally","","Shawano Lake","(M),(R),(G)","Restaurant",1977,"",", ",-88.522689,44.808269,"unclear_coded_by_hand","",NA,NA,NA
"(Some G) Inquire locally","","Shawano Lake","(M),(R),(G)","Restaurant",1978,"In the caption below the city it is a summer resort N.W of Green Bay",", ",-88.522689,44.808269,"unclear_coded_by_hand","",NA,NA,NA
"Retlaw Hotel","Main & Division","Fond Du Lac","(M)","Bars/Clubs,Hotels",1973,"","Main & Division, ",-88.446982,43.778887,"unclear_coded_by_hand","Found",NA,NA,NA
"Retlaw Hotel","Main & Division","Fond Du Lac","(M)","Bars/Clubs,Hotels",1974,"","Main & Division, ",-88.446982,43.778887,"unclear_coded_by_hand","Found",NA,NA,NA
"Retlaw Hotel","Main & Division","Fond Du Lac","(M)","Bars/Clubs,Hotels",1975,"","Main & Division, ",-88.446982,43.778887,"unclear_coded_by_hand","Found",NA,NA,NA
"Retlaw Hotel","Main & Division","Fond Du Lac","(M)","Bars/Clubs,Hotels",1976,"","Main & Division, ",-88.446982,43.778887,"unclear_coded_by_hand","Found",NA,NA,NA
